City/Town,Ward,Precinct,Democratic,Republican, Libertarian ,Green-Rainbow,All Others,No Preference,Blanks,Total Votes Cast
Westfield,2,A,655.00,445.00,15.00,6.00,4.00,0.00,2.00,1127.00
Westfield,2,B,808.00,660.00,36.00,13.00,7.00,0.00,6.00,1530.00
Westfield,3,A,587.00,448.00,34.00,12.00,11.00,0.00,10.00,1102.00
Westfield,3,B,934.00,722.00,44.00,12.00,8.00,0.00,10.00,1730.00
Westfield,4,A,322.00,338.00,13.00,5.00,2.00,0.00,7.00,687.00
Westfield,4,B,1129.00,1119.00,37.00,9.00,9.00,0.00,9.00,2312.00
Westfield,5,A,1122.00,1128.00,55.00,20.00,9.00,0.00,5.00,2339.00
Westfield,5,B,1019.00,1163.00,41.00,12.00,10.00,0.00,3.00,2248.00
Westfield,6,A,911.00,1022.00,43.00,11.00,8.00,0.00,20.00,2015.00
Westfield,6,B,815.00,790.00,18.00,2.00,5.00,0.00,16.00,1646.00
Westford, -,1,1769.00,792.00,36.00,13.00,13.00,0.00,24.00,2647.00
Westford, -,2,1773.00,815.00,47.00,11.00,18.00,0.00,11.00,2675.00
Westford, -,3,1619.00,811.00,44.00,11.00,18.00,0.00,16.00,2519.00
Westford, -,4,1891.00,706.00,43.00,10.00,15.00,0.00,14.00,2679.00
Westford, -,5,1652.00,758.00,41.00,8.00,11.00,0.00,8.00,2478.00
Westford, -,6,1525.00,774.00,47.00,12.00,15.00,0.00,12.00,2385.00
Westhampton, -,1,746.00,426.00,11.00,11.00,1.00,0.00,4.00,1199.00
Westminster, -,1,1363.00,1248.00,51.00,18.00,5.00,0.00,16.00,2701.00
Westminster, -,2,1302.00,1229.00,57.00,10.00,11.00,0.00,23.00,2632.00
Weston, -,1,1409.00,412.00,42.00,3.00,17.00,0.00,18.00,1901.00
Weston, -,2,1218.00,430.00,38.00,5.00,13.00,0.00,13.00,1717.00
Weston, -,3,1211.00,401.00,38.00,7.00,24.00,0.00,13.00,1694.00
Weston, -,4,1291.00,469.00,34.00,4.00,19.00,0.00,11.00,1828.00
Westport, -,A,969.00,1006.00,29.00,13.00,5.00,0.00,8.00,2030.00
Westport, -,B,1295.00,1029.00,31.00,10.00,8.00,0.00,20.00,2393.00
Westport, -,C,847.00,1015.00,18.00,22.00,6.00,0.00,9.00,1917.00
Westport, -,D,916.00,865.00,14.00,7.00,2.00,0.00,23.00,1827.00
Westport, -,E,1292.00,1103.00,30.00,10.00,4.00,0.00,20.00,2459.00
Westwood, -,1,1734.00,798.00,40.00,12.00,28.00,0.00,32.00,2644.00
Westwood, -,2,1802.00,846.00,43.00,12.00,21.00,0.00,22.00,2746.00
Westwood, -,3,1750.00,780.00,32.00,7.00,17.00,0.00,18.00,2604.00
Westwood, -,4,1546.00,1020.00,34.00,9.00,14.00,0.00,22.00,2645.00
Weymouth, -,1,1057.00,657.00,16.00,8.00,8.00,0.00,9.00,1755.00
Weymouth, -,2,1109.00,794.00,29.00,13.00,15.00,0.00,12.00,1972.00
Weymouth, -,3,1046.00,834.00,30.00,6.00,16.00,0.00,20.00,1952.00
Weymouth, -,4,1011.00,686.00,22.00,7.00,9.00,0.00,21.00,1756.00
Weymouth, -,5,925.00,486.00,18.00,8.00,13.00,0.00,6.00,1456.00
Weymouth, -,6,1150.00,727.00,22.00,5.00,6.00,0.00,13.00,1923.00
Weymouth, -,7,1035.00,636.00,33.00,6.00,12.00,0.00,14.00,1736.00
Weymouth, -,8,1079.00,635.00,18.00,5.00,10.00,0.00,12.00,1759.00
Weymouth, -,9,1122.00,797.00,28.00,5.00,6.00,0.00,9.00,1967.00
Weymouth, -,10,848.00,509.00,17.00,5.00,5.00,0.00,11.00,1395.00
Weymouth, -,11,1042.00,703.00,29.00,6.00,11.00,0.00,11.00,1802.00
Weymouth, -,12,1096.00,737.00,29.00,16.00,13.00,0.00,9.00,1900.00
Weymouth, -,13,939.00,504.00,17.00,12.00,3.00,0.00,6.00,1481.00
Weymouth, -,14,1025.00,557.00,22.00,6.00,12.00,0.00,7.00,1629.00
Weymouth, -,15,1174.00,803.00,30.00,8.00,8.00,0.00,14.00,2037.00
Weymouth, -,16,1158.00,799.00,25.00,5.00,12.00,0.00,16.00,2015.00
Weymouth, -,17,955.00,548.00,15.00,5.00,8.00,0.00,7.00,1538.00
Weymouth, -,18,1844.00,1048.00,36.00,12.00,11.00,0.00,21.00,2972.00
Whately, -,1,745.00,332.00,16.00,10.00,4.00,0.00,9.00,1116.00
Whitman, -,1,1307.00,1055.00,40.00,11.00,13.00,0.00,13.00,2439.00
Whitman, -,2,1070.00,992.00,39.00,11.00,14.00,0.00,5.00,2131.00
Whitman, -,3,1029.00,974.00,39.00,7.00,14.00,0.00,13.00,2076.00
Whitman, -,4,1090.00,861.00,35.00,16.00,12.00,0.00,19.00,2033.00
Wilbraham, -,A,1300.00,1056.00,35.00,13.00,4.00,0.00,14.00,2422.00
Wilbraham, -,B,1247.00,998.00,30.00,8.00,11.00,0.00,17.00,2311.00
Wilbraham, -,C,1139.00,1119.00,29.00,11.00,10.00,0.00,12.00,2320.00
Wilbraham, -,D,1242.00,1089.00,41.00,9.00,6.00,0.00,12.00,2399.00
Williamsburg, -,1,1446.00,337.00,21.00,13.00,5.00,0.00,13.00,1835.00
Williamstown, -,1,1294.00,225.00,13.00,5.00,5.00,0.00,9.00,1551.00
Williamstown, -,2,575.00,49.00,4.00,6.00,3.00,0.00,5.00,642.00
Williamstown, -,3,1327.00,225.00,12.00,6.00,8.00,0.00,6.00,1584.00
Wilmington, -,1,1320.00,1029.00,29.00,9.00,14.00,0.00,26.00,2427.00
Wilmington, -,2,1255.00,1020.00,33.00,13.00,12.00,0.00,17.00,2350.00
Wilmington, -,3,1288.00,1067.00,39.00,14.00,16.00,0.00,18.00,2442.00
Wilmington, -,4,1359.00,1127.00,34.00,9.00,6.00,0.00,15.00,2550.00
Wilmington, -,5,1391.00,1124.00,26.00,15.00,5.00,0.00,16.00,2577.00
Wilmington, -,6,1414.00,1081.00,37.00,9.00,11.00,0.00,18.00,2570.00
Winchendon, -,1,494.00,689.00,43.00,10.00,7.00,0.00,6.00,1249.00
Winchendon, -,2,835.00,901.00,31.00,18.00,0.00,0.00,8.00,1793.00
Winchendon, -,3,800.00,903.00,41.00,15.00,0.00,0.00,16.00,1775.00
Winchester, -,1,1315.00,409.00,23.00,15.00,12.00,0.00,14.00,1788.00
Winchester, -,2,1114.00,408.00,24.00,6.00,11.00,0.00,8.00,1571.00
Winchester, -,3,1482.00,361.00,23.00,5.00,17.00,0.00,13.00,1901.00
Winchester, -,4,1314.00,515.00,28.00,5.00,14.00,0.00,15.00,1891.00
Winchester, -,5,1169.00,599.00,22.00,9.00,11.00,0.00,11.00,1821.00
Winchester, -,6,1170.00,570.00,18.00,4.00,12.00,0.00,17.00,1791.00
Winchester, -,7,1301.00,454.00,41.00,8.00,17.00,0.00,13.00,1834.00
Winchester, -,8,912.00,420.00,21.00,5.00,6.00,0.00,11.00,1375.00
Windsor, -,1,370.00,201.00,4.00,3.00,1.00,0.00,2.00,581.00
Winthrop, -,1,1013.00,760.00,16.00,9.00,4.00,0.00,3.00,1805.00
Winthrop, -,2,966.00,693.00,21.00,9.00,6.00,0.00,7.00,1702.00
Winthrop, -,3,1104.00,552.00,21.00,10.00,8.00,0.00,6.00,1701.00
Winthrop, -,4,939.00,556.00,8.00,4.00,2.00,0.00,10.00,1519.00
Winthrop, -,5,1134.00,645.00,20.00,6.00,8.00,0.00,15.00,1828.00
Winthrop, -,6,1134.00,564.00,19.00,15.00,6.00,0.00,8.00,1746.00
Woburn,1,1,854.00,452.00,11.00,6.00,5.00,0.00,6.00,1334.00
Woburn,1,2,1016.00,556.00,9.00,8.00,5.00,0.00,15.00,1609.00
Woburn,2,1,931.00,560.00,21.00,7.00,4.00,0.00,12.00,1535.00
Woburn,2,2,796.00,372.00,18.00,8.00,1.00,0.00,11.00,1206.00
Woburn,3,1,900.00,596.00,16.00,6.00,7.00,0.00,3.00,1528.00
Woburn,3,2,1087.00,757.00,26.00,5.00,6.00,0.00,19.00,1900.00
Woburn,4,1,1022.00,743.00,24.00,6.00,3.00,0.00,20.00,1818.00
Woburn,4,2,900.00,502.00,20.00,9.00,2.00,0.00,15.00,1448.00
Woburn,5,1,1257.00,583.00,23.00,7.00,5.00,0.00,20.00,1895.00
Woburn,5,2,1041.00,721.00,14.00,3.00,4.00,0.00,19.00,1802.00
Woburn,6,1,729.00,359.00,10.00,2.00,3.00,0.00,8.00,1111.00
Woburn,6,2,959.00,703.00,18.00,11.00,2.00,0.00,12.00,1705.00
Woburn,7,1,1025.00,834.00,24.00,5.00,6.00,0.00,18.00,1912.00
Woburn,7,2,1013.00,745.00,21.00,6.00,8.00,0.00,15.00,1808.00
Worcester,1,1,1523.00,744.00,31.00,10.00,13.00,0.00,25.00,2346.00
Worcester,1,2,1533.00,836.00,28.00,8.00,9.00,0.00,17.00,2431.00
Worcester,1,5,1310.00,709.00,33.00,9.00,13.00,0.00,10.00,2084.00
Worcester,2,1,1413.00,663.00,35.00,5.00,10.00,0.00,24.00,2150.00
Worcester,2,2,1398.00,613.00,40.00,4.00,15.00,0.00,12.00,2082.00
Worcester,2,3,1297.00,590.00,23.00,9.00,9.00,0.00,9.00,1937.00
Worcester,3,1,1077.00,401.00,15.00,18.00,8.00,0.00,13.00,1532.00
Worcester,3,4,720.00,258.00,12.00,10.00,9.00,0.00,19.00,1028.00
Worcester,4,2,872.00,404.00,15.00,6.00,4.00,0.00,15.00,1316.00
Worcester,4,5,1144.00,492.00,18.00,15.00,5.00,0.00,11.00,1685.00
Worcester,5,1,877.00,312.00,13.00,5.00,2.00,0.00,9.00,1218.00
Worcester,5,2,1103.00,577.00,20.00,7.00,6.00,0.00,21.00,1734.00
Worcester,5,3,1268.00,798.00,30.00,6.00,2.00,0.00,12.00,2116.00
Worcester,5,4,1162.00,591.00,22.00,15.00,7.00,0.00,10.00,1807.00
Worcester,6,2,816.00,331.00,9.00,8.00,4.00,0.00,12.00,1180.00
Worcester,6,3,831.00,335.00,18.00,6.00,4.00,0.00,4.00,1198.00
Worcester,6,4,375.00,182.00,11.00,3.00,4.00,0.00,3.00,578.00
Worcester,6,5,992.00,544.00,16.00,4.00,4.00,0.00,15.00,1575.00
Worcester,7,1,1160.00,482.00,11.00,14.00,9.00,0.00,18.00,1694.00
Worcester,7,2,782.00,376.00,12.00,5.00,6.00,0.00,13.00,1194.00
Worcester,7,3,1118.00,529.00,18.00,9.00,7.00,0.00,22.00,1703.00
Worcester,7,4,996.00,553.00,24.00,12.00,8.00,0.00,7.00,1600.00
Worcester,7,5,1038.00,650.00,23.00,13.00,11.00,0.00,10.00,1745.00
Worcester,8,1,571.00,255.00,5.00,9.00,4.00,0.00,10.00,854.00
Worcester,8,2,553.00,240.00,5.00,6.00,1.00,0.00,4.00,809.00
Worcester,8,3,478.00,107.00,7.00,9.00,2.00,0.00,4.00,607.00
Worcester,8,4,715.00,301.00,7.00,7.00,3.00,0.00,16.00,1049.00
Worcester,8,5,688.00,308.00,15.00,6.00,2.00,0.00,8.00,1027.00
Worcester,9,1,1281.00,427.00,23.00,17.00,6.00,0.00,17.00,1771.00
Worcester,9,2,1512.00,490.00,22.00,16.00,16.00,0.00,24.00,2080.00
Worcester,9,3,1008.00,476.00,12.00,8.00,5.00,0.00,13.00,1522.00
Worcester,9,4,1393.00,633.00,18.00,15.00,8.00,0.00,26.00,2093.00
Worcester,9,5,1413.00,654.00,27.00,13.00,16.00,0.00,19.00,2142.00
Worcester,10,1,675.00,244.00,5.00,7.00,4.00,0.00,9.00,944.00
Worcester,10,2,777.00,175.00,17.00,13.00,4.00,0.00,6.00,992.00
Worcester,10,3,645.00,194.00,11.00,13.00,5.00,0.00,9.00,877.00
Worcester,10,4,525.00,214.00,3.00,8.00,3.00,0.00,10.00,763.00
Worcester,10,5,635.00,245.00,10.00,3.00,2.00,0.00,5.00,900.00
Worthington, -,1,571.00,271.00,17.00,9.00,2.00,0.00,6.00,876.00
Wrentham, -,1,1426.00,1140.00,36.00,13.00,21.00,0.00,13.00,2649.00
Wrentham, -,2,1352.00,1128.00,48.00,11.00,34.00,0.00,16.00,2589.00
Wrentham, -,3,1469.00,1051.00,48.00,10.00,20.00,0.00,21.00,2619.00
Yarmouth, -,1,1488.00,884.00,28.00,6.00,8.00,0.00,14.00,2428.00
Yarmouth, -,2,1455.00,905.00,32.00,5.00,5.00,0.00,15.00,2417.00
Yarmouth, -,3,1145.00,672.00,29.00,13.00,9.00,0.00,8.00,1876.00
Yarmouth, -,4,1220.00,867.00,22.00,19.00,6.00,0.00,14.00,2148.00
Yarmouth, -,5,1100.00,848.00,28.00,8.00,1.00,0.00,19.00,2004.00
Yarmouth, -,6,1145.00,758.00,16.00,11.00,11.00,0.00,18.00,1959.00
Yarmouth, -,7,1596.00,1059.00,35.00,7.00,11.00,0.00,22.00,2730.00
