,name,type,address,zip,lat,lon
2851,Rockland Street Elderly Housing,healthcare,30 Rockland St,2119.0,42.322205,-71.084557
2852,Quick Stop,grocery,338 Warren St,2119.0,42.319195,-71.081287
2853,Ice Treats Inc,grocery,24 Edgewood St,2119.0,42.31875,-71.080696
2854,Celestial Smile Dental Associates-Ma PC,healthcare,376 Warren St,2119.0,42.31804,-71.08167
2855,Roxbury Physical Therapy,healthcare,378 Warren St,2119.0,42.318012,-71.081626
2856,786 Market,grocery,249 Blue Hill Ave,2119.0,42.31610870361328,-71.0783920288086
2857,Practice Of Anesthesia & General Dentistry,healthcare,386 Warren St,2119.0,42.317725,-71.082012
2858,Foodies Market Belmont,grocery,330 Martin Luther King Blvd,2119.0,42.31826782226562,-71.08291625976562
2859,Boston Dental Partners,healthcare,330 Martin Luther King Jr Blvd,2119.0,42.31856918334961,-71.08342742919922
2860,Roxbury Comprehensive Community Health,healthcare,435 Warren St,2119.0,42.316881,-71.083138
2861,"Ann M Massed, Cnm",healthcare,435 Warren St,2119.0,42.31679153442383,-71.08322143554688
2862,Eric Weston,healthcare,213 Townsend St,2119.0,42.31620788574219,-71.08406066894531
2863,Boston City Administrative Offices Main Number,healthcare,443 Warren St,2119.0,42.315661,-71.084676
2864,Boston Public Schools Health Services,healthcare,443 Warren St Ste 4,2119.0,42.315604,-71.084646
2865,Mahoney Mary E Dialysis Center,healthcare,416 Warren St,2119.0,42.316731,-71.082128
2866,Balla Ashfaq S MD,healthcare,416 Warren St,2119.0,42.31680679321289,-71.08211517333984
2867,Horatio Harris Park,park,100 Townsend St,2119.0,42.3181731226459,-71.090300801189
2868,L A Gran Parada Dudley Market,grocery,561 Dudley St,2119.0,42.32095,-71.07267
2869,Inspired Release,healthcare,32 Hartford St,2119.0,42.31648,-71.07255
2870,Braulia Aquino,healthcare,3 Half Moon St,2119.0,42.31638717651367,-71.07125854492188
2871,New Victories,healthcare,9 Virginia St,2119.0,42.317222,-71.067062
2872,Upham's Corner Market,grocery,521 Columbia Rd,2119.0,42.31553,-71.06633
2873,Uphams Corner Health Committee,healthcare,547 Columbia Rd,2119.0,42.316084,-71.065955
2874,Holistic Chiropractic Care,healthcare,779 Dudley St,2119.0,42.317133,-71.065638
2875,Uphams Chiropractic,healthcare,560 Columbia Rd,2119.0,42.316401,-71.066108
2876,Dorchester Medical Drug Detox,healthcare,21 Stoughton St Ste 233,2119.0,42.316564,-71.064579
2877,Stoughton Street Chiropractic,healthcare,19 Stoughton St,2119.0,42.316657,-71.064573
2878,Cushing Manor Community Support Facilities Inc,healthcare,20 Cushing Ave,2119.0,42.315775,-71.064092
2879,Calderon Market,supermarket,20 Hancock St,2119.0,42.31507873535156,-71.06578826904297
2880,Upham's Corner Human Resources,healthcare,547 Columbia Rd,2119.0,42.316084,-71.065955
2881,Strand Pharmacy,healthcare,533 Columbia Rd,2119.0,42.31569671630859,-71.0659408569336
2882,Small Change,grocery,525 Columbia Rd,2119.0,42.31540679931641,-71.06636810302734
2883,T M Burda MD,healthcare,12 Kevin Rd,2119.0,42.31647872924805,-71.06181335449219
2884,Lees Store,grocery,982 Dorchester Ave,2119.0,42.317096,-71.056534
2885,Bt Chiropractic Health,healthcare,986 Dorchester Ave,2119.0,42.316979,-71.05655
2886,Quasim and Shah Inc,healthcare,992 Dorchester Ave,2119.0,42.316698,-71.056597
2887,D & D Convenience Store,grocery,1002 Dorchester Ave,2119.0,42.31648635864258,-71.05644226074219
2888,Highland Park - Fort Hill,park,20 Fort Ave,2119.0,42.3253909,-71.0942416
2889,Little Scobie Skate Park,park,36 Copeland St,2119.0,42.3227017,-71.0807189054384
2890,Tropical Foods,grocery,450 Melnea Cass Blvd,2119.0,42.3343887329102,-71.0836029052734
2891,Whittier Street  Health Center,hospital,1290 Tremont St,2119.0,42.33275,-71.09197
2892,Kaba African Market,grocery,29 Roxbury St,2119.0,42.3295481,-71.0852447
2893,Alvah Kittredge Park,park,1 Alvah Kittredge Park,2119.0,42.3280304,-71.0929359
2894,CVS Pharmacy,healthcare,1150 Saratoga St,2128.0,42.384517,-70.999227
2895,Khrkhryan Aleksander Dent,healthcare,967 Saratoga St,2128.0,42.38669,-71.008188
2896,Aleksander Khrkhryan DMD,healthcare,999 Saratoga St,2128.0,42.386479,-71.006737
2897,Donna L Calsimitto DMD,healthcare,123 London St,2128.0,42.373402,-71.038786
2898,Feldman Donald L,healthcare,3 Meridian St,2128.0,42.374603,-71.03905
2899,Febo-Cuello Wanda,healthcare,38 Central Sq,2128.0,42.376035,-71.039518
2900,Corvi Robert Dent,healthcare,10 Bennington St,2128.0,42.375266,-71.038445
2901,L E DR Di Fabio DMD,healthcare,56 Bennington St,2128.0,42.37581,-71.036983
2902,Priya Food Market,grocery,399 Saratoga St,2128.0,42.378969,-71.02961
2903,Super Ahorro Market,grocery,300 Bennington St,2128.0,42.379158,-71.028292
2904,East Boston Medical Drug Detox,healthcare,296 Bennington St Ste 223,2128.0,42.379133,-71.028356
2905,Tienda Taqueria,grocery,257 Princeton St,2128.0,42.3796277443854,-71.0300885773381
2906,Extreme Cycles,grocery,345 Princeton St,2128.0,42.380583,-71.027258
2907,Voluntary Benefits of New England,healthcare,2 Neptune Rd Ste 327,2128.0,42.380426,-71.025749
2908,American Legion Playground,park,300 E Eagle St,2128.0,42.381916,-71.029479
2909,Condor Street Beach II,park,Condor St,2128.0,42.383183,-71.029427
2910,Alipio's Market,grocery,353 Chelsea St,2128.0,42.37825,-71.0287
2911,Day Square Dental LLP,healthcare,371 Chelsea St,2128.0,42.378595,-71.028386
2912,Green Lot,park,190 Lovell St,2128.0,42.37907028198242,-71.02249145507812
2913,E Boston Neighborhood Health Care,healthcare,10 Moore St,2128.0,42.383761,-71.020234
2914,VV. Massage Therapy,healthcare,464 Bremen St,2128.0,42.380066,-71.026107
2915,Makini Health,healthcare,2 Neptune Rd Ste 458,2128.0,42.380426,-71.025749
2916,Scantlebury WM,grocery,565 Bennington St,2128.0,42.38238906860352,-71.01839447021484
2917,Leo X Callahan MD,healthcare,172 Cowper St,2128.0,42.38213348388672,-71.0137710571289
2918,Poseidon Trident,grocery,20 Trident St,2128.0,42.38590621948242,-71.01091003417969
2919,Constitution Beach,park,799 Bennington St,2128.0,42.385025,-71.010907
2920,Brenden Corcoran,healthcare,1140 Saratoga St,2128.0,42.384667,-71.000452
2921,Excel Physical Therapy,healthcare,1140 Saratoga St,2128.0,42.384625,-71.000492
2922,Spine Center North Sho,healthcare,1140 Saratoga St,2128.0,42.38472366333008,-71.00042724609375
2923,E And S Variety,grocery,3 Gladstone St,2128.0,42.389212,-70.999607
2924,Ruiz Market,grocery,14 Breed St,2128.0,42.387188,-71.006808
2925,Neptune Laundrerette,grocery,944 Bennington St,2128.0,42.38614654541016,-71.00963592529297
2926,Advantage Health & Wellness,healthcare,948 Bennington St,2128.0,42.38624,-71.009299
2927,Barnes Pace Center,healthcare,127 Marion St,2128.0,42.376849,-71.036824
2928,Johnny's Market Ii,grocery,51 Trenton St,2128.0,42.37835311889648,-71.03765869140625
2929,Franco's Place,grocery,160 Trenton St,2128.0,42.380088849566,-71.0334137620037
2930,777 Convenience Store,grocery,215 Trenton St,2128.0,42.3807844329055,-71.0311258996916
2931,La Esquina Supermarket,grocery,184 Bremen St,2128.0,42.37308883666992,-71.03417205810547
2932,Bremen Street Dog Park,park,Porter & Bremen St,2128.0,42.370930000001,-71.0365250000024
2933,East Boston Memorial Park,park,150 Porter St,2128.0,42.371487,-71.035843
2934,East Boston Grocery,grocery,105 Chelsea St,2128.0,42.37247848510742,-71.03551483154297
2935,Maverick,grocery,24 Chelsea St,2128.0,42.370697,-71.038091
2936,Bremen Street Park I,park,Bremen St,2128.0,42.375745,-71.030357
2937,BOS-Terminal E Lot 1,park,100 Service Rd,2128.0,42.36969757080078,-71.0237808227539
2938,Terminal E Parking,park,18 Terminal E,2128.0,42.36897277832031,-71.02070617675781
2939,Central Parking,park,1 Logan Memorial Way,2128.0,42.366455078125,-71.0223388671875
2940,Economy Parking,park,133-137 Prescott St,2128.0,42.37646865844727,-71.02680969238281
2941,Blue Lot,park,72 Harborside Dr,2128.0,42.35995101928711,-71.02629852294922
2942,Belle Isle Park,park,Bennington St,2128.0,42.383112,-71.011939
2943,Steven I Berman Podiatrst,healthcare,983 Bennington St,2128.0,42.386261,-71.007368
2944,East Boston Foot Doctor,healthcare,983 Bennington St,2128.0,42.386332,-71.0073
2945,East Boston Physical Therapy,healthcare,999 Saratoga St,2128.0,42.386482,-71.006762
2946,Lopresti Park,park,33 Sumner St,2128.0,42.36464,-71.029188
2947,Joe Porzio Park,park,18 Jeffries St,2128.0,42.36475,-71.02864
2948,Golden Stairs Terrace Park I,park,Ida St,2128.0,42.36493,-71.03435
2949,Belmont Square Park,park,194 Webster St,2128.0,42.3653969655016,-71.033881146384
2950,Joseph M Smith Community Health Center,healthcare,287 Webster St,2128.0,42.36469268798828,-71.0304946899414
2951,Brophy Park,park,414 Sumner St,2128.0,42.36614,-71.03327
2952,Mario Market,grocery,51 Cottage St,2128.0,42.366918,-71.035665
2953,Family Produce Market Corp,grocery,51 Cottage St,2128.0,42.366948,-71.035634
2954,Benavides Maria,grocery,317 Sumner St,2128.0,42.36717987060547,-71.03651428222656
2955,Gloria Food Stores,grocery,86 Cottage St,2128.0,42.36789321899414,-71.03529357910156
2956,East Boston Chiropractic,healthcare,125 Meridian St,2128.0,42.37322383966,-71.0389261969845
2957,Lyman Adult Day Health Center,healthcare,30 Gove St,2128.0,42.37199783325195,-71.03768920898438
2958,"Charles T Williams, Md",healthcare,10 Gove St,2128.0,42.37235260009766,-71.03836059570312
2959,Second Wind Pt & Sports Med,healthcare,115 Porter St,2128.0,42.372873,-71.03596
2960,Elder Service Plan-East Boston Neighborhood Health Center,healthcare,10 Gove St,2128.0,42.372404,-71.038496
2961,"Ronald E Iverson, Md, Mph",healthcare,10 Gove St,2128.0,42.37235260009766,-71.03836059570312
2962,East Boston Health Care,healthcare,10 Gove St,2128.0,42.37235260009766,-71.03836059570312
2963,E Boston Chriropractic,healthcare,125 Meridian St,2128.0,42.37321853637695,-71.03884887695312
2964,Jaqueline Grocery,grocery,129 London St,2128.0,42.37337,-71.03864
2965,Wanda Irzykowski,healthcare,19 Porter St,2128.0,42.374399,-71.03832
2966,1A Carniceria Y Legumbreria,grocery,9 Meridian St,2128.0,42.374482,-71.038837
2967,Westfield Corporation,supermarket,40 Saratoga St,2128.0,42.37628936767578,-71.03787231445312
2968,East Boston Dental & Orthodontics PC,healthcare,10 Bennington St,2128.0,42.37525,-71.03845
2969,Difabio Liliana E,healthcare,56 Bennington St,2128.0,42.3757056133693,-71.036923620493
2970,Smile Dental Center,healthcare,14 Bennington St,2128.0,42.375284,-71.038357
2971,Robert A Gilbride DR,healthcare,10 Bennington St,2128.0,42.3751489157477,-71.0384031746962
2972,North Suffolk Mental Health,healthcare,35 Bennington St,2128.0,42.374794,-71.038082
2973,East Boston Counseling Center,healthcare,14 Porter St,2128.0,42.374767,-71.038172
2974,Elizabeth M Goodchild,healthcare,14 Porter St,2128.0,42.374754,-71.038034
2975,Carolyn A Cormo,healthcare,14 Porter St,2128.0,42.37479782104492,-71.03804779052734
2976,Leanmax Nutrition Center,healthcare,15 Bennington St,2128.0,42.37508,-71.038133
2977,Miss Mello Psychic Readings,healthcare,17 Bennington St,2128.0,42.375102,-71.038095
2978,Karen's Market,grocery,41 Bennington St,2128.0,42.3753843778953,-71.0373657718643
2979,Acougue Sabor Brazil,grocery,233 London St,2128.0,42.375938703495,-71.0358341656754
2980,Thompson Market,grocery,44 Brooks St,2128.0,42.37607574462891,-71.03268432617188
2981,Portillo Brothers Market,supermarket,208 Bennington St,2128.0,42.37788772583008,-71.03131103515625
2982,Variedades Amy,grocery,178 Bennington St,2128.0,42.37738800048828,-71.03265380859375
2983,East Boston Drug & Alcohol Rehab List,healthcare,E Boston,2128.0,42.376801,-71.028999
2984,Truth Dream Interpretation,healthcare,,2128.0,42.3768,-71.029
2985,Richdale Convenience Store,grocery,120 Byron St,2128.0,42.3838196,-71.0163269
2986,Constitution Beach,park,799 Bennington St,2128.0,42.385245,-71.0105412
2987,Bremen Street Dog Park,park,145 Bremen St,2128.0,42.3719329676314,-71.035226733611
2988,East Boston Greenway,park,Bremen St And Gove St,2128.0,42.3709183,-71.0365372
2989,Porzio Park,park,Jeffries St,2128.0,42.36466248171,-71.0286831297248
2990,East Boston Piers Park,park,95 Marginal St,2128.0,42.364823,-71.037795
2991,Navy Fuel Pier,park,65 Maverick Sq,2128.0,42.375,-71.0391693115234
2992,Lo Presti Park,park,33 Sumner St,2128.0,42.3704943805933,-71.0435474663973
2993,Bremen Street Park,park,Bremen St,2128.0,42.375371,-71.031324
2994,Neptune Convenience & Liquor,grocery,3 Neptune Rd,2128.0,42.3802693,-71.0258966
2995,Neptune Convenience,grocery,1 Neptune Rd,2128.0,42.3800832399184,-71.0256765720489
2996,Calsimitto Donna L DMD,healthcare,123 London St,2128.0,42.37327,-71.0388399
2997,Gilbride Robert A,healthcare,10 Bennington St,2128.0,42.37525,-71.03845
2998,El Valle de la Sultana Market,grocery,121 Bennington St,2128.0,42.3765085637569,-71.0346022993326
2999,"Elsa Guzman, DMD",healthcare,594 Centre St Ste A,2130.0,42.314862,-71.113823
3000,Scanlon Physical Therapy & Sports Medicine,healthcare,722 Centre St,2130.0,42.3111139206152,-71.1143902582596
3001,El Tiburon Market,grocery,3145 Washington St,2130.0,42.3140754699707,-71.10028839111328
3002,Plaza Meat Market,grocery,207 Boylston St,2130.0,42.313911,-71.100817
3003,Perez Severiano,grocery,207 Boylston St,2130.0,42.313937,-71.101377
3004,Good Neighbor Pharmacy,healthcare,3158 Washington St,2130.0,42.313647,-71.100217
3005,Rainbow Food Shop,grocery,3201 Washington St,2130.0,42.31283187866211,-71.1014633178711
3006,Egleston Farmers Market,grocery,29 Germania St,2130.0,42.314344,-71.103361
3007,Tpr Media Llc,healthcare,284 Amory St Ste 15,2130.0,42.31452,-71.103824
3008,Health Centers Mass League of Neighborhood,healthcare,3297 Washington St,2130.0,42.310903,-71.103661
3009,Brigham & Womens,healthcare,3297 Washington St,2130.0,42.310903,-71.103661
3010,Heidi Stucker,healthcare,183 Green St,2130.0,42.310015,-71.105846
3011,Green Street Acupuncture,healthcare,183 Green St,2130.0,42.30992,-71.105917
3012,Brigham Dental Group,healthcare,3297 Washington St,2130.0,42.31082916259766,-71.1036605834961
3013,JP Family Chiropractic,healthcare,3326 Washington St,2130.0,42.309553,-71.103968
3014,Abatec,healthcare,43 Montebello Rd,2130.0,42.31218,-71.10121
3015,Sullivan House,healthcare,65 Glen Rd.,2130.0,42.30834,-71.10132
3016,Chiropractic Traction Therapy,healthcare,7 Sigourney St,2130.0,42.308636,-71.10012
3017,Arbour Counseling Services,healthcare,157 Green St,2130.0,42.310081,-71.106729
3018,English High Teen Medical Center,healthcare,144 McBride St,2130.0,42.30617904663086,-71.10961151123047
3019,Pure Dental,healthcare,3525 Washington St,2130.0,42.30482864379883,-71.10932159423828
3020,Ryan K Davis MD,healthcare,6 O'Leary Way,2130.0,42.30077362060547,-71.10921478271484
3021,Rossmore Stedman Playground,park,10 Stedman St,2130.0,42.304894,-71.106327
3022,Jenn Brandel,healthcare,3464 Washington St,2130.0,42.306867,-71.106708
3023,Laurel Ridge Rehab & NRSNG Center,healthcare,174 Forest Hills St,2130.0,42.306408,-71.102323
3024,Jamaica Plain Health Group LLC,healthcare,174 Forest Hills St,2130.0,42.306398,-71.10236
3025,Laura Ridge Nursing Home,healthcare,174 Forest Hills St,2130.0,42.30642700195312,-71.10236358642578
3026,Farnsworth House,healthcare,90 South St,2130.0,42.3067626953125,-71.11508178710938
3027,MD Cleaning,healthcare,68 South St,2130.0,42.30742263793945,-71.1153564453125
3028,Murphy Playground,park,Child St,2130.0,42.307237,-71.113306
3029,Robin J LeBlanc Muscular Therapist,healthcare,85 Mcbride St,2130.0,42.305966,-71.112019
3030,Chiropractic Homeopathic Medicine,healthcare,82 Mcbride St,2130.0,42.306215,-71.112212
3031,"Peace of Mind, Inc.",healthcare,110 South St,2130.0,42.3061,-71.114701
3032,Jamaica Plain Opioid Addiction Treatment,healthcare,120 South St Ste 416,2130.0,42.30579,-71.114601
3033,Lee Pain Relief Center,healthcare,112 South St,2130.0,42.306041,-71.114749
3034,South Street Convenience,grocery,138 South St,2130.0,42.305266,-71.114471
3035,AA Market,grocery,140 South St,2130.0,42.30521,-71.114468
3036,Cloud-9 Float Therapy,healthcare,162 S St.,2130.0,42.30411,-71.114473
3037,Bonjour Senior Personal Care,healthcare,17 Metcalf Ct,2130.0,42.30599,-71.11594
3038,South Cove Community Health Center,healthcare,145 South St,2130.0,42.305154,-71.114876
3039,Brown & Brown Associates,healthcare,12 Hyde Park Ave,2130.0,42.299601,-71.113612
3040,Forest Hills Dental Jamaica Plain,healthcare,3724 Washington St,2130.0,42.29989624023438,-71.1131362915039
3041,Park & Ride-Forest Hills Lot,park,3694 Washington St,2130.0,42.30065,-71.11261
3042,Vincent J Morgan DMD,healthcare,501 Arborway,2130.0,42.299773,-71.107208
3043,Katherine Morgan DDS,healthcare,501 Arborway,2130.0,42.299773,-71.107208
3044,High Point Treatment Center,healthcare,170 Morton St,2130.0,42.300004,-71.101827
3045,Health Care Resource Centers Jamaica Plain,healthcare,170 Morton St,2130.0,42.300056,-71.101854
3046,Michael J Gill Rehab Center,healthcare,170 Morton St,2130.0,42.300004,-71.101827
3047,PSI Shattuck Shelter Clinic,healthcare,170 Morton St,2130.0,42.300004,-71.101827
3048,Tumor Diagnosis Service,hospital,170 Morton St,2130.0,42.300004,-71.101827
3049,Lemuel Shattuck Hospital,hospital,170 Morton St,2130.0,42.299511,-71.101796
3050,Community Substance Abuse Centers,healthcare,170 Morton St,2130.0,42.29891204833984,-71.10199737548828
3051,Maryann C Carrazza DMD,healthcare,170 Morton St,2130.0,42.300004,-71.101827
3052,Enviornmental Health Fund,healthcare,41 Oakview Ter,2130.0,42.318888,-71.109322
3053,Barron Chiropractic,healthcare,456b Centre St,2130.0,42.319555,-71.111443
3054,Daniel Lee DMD,healthcare,2 Boylston St,2130.0,42.31943,-71.111224
3055,Arbour Counseling Service,healthcare,49 Robinwood Ave,2130.0,42.315793,-71.112273
3056,Olufunkel Brimmo-Longe MD,healthcare,49 Robinwood Ave,2130.0,42.31598663330078,-71.1124496459961
3057,Carlos A Neu MD,healthcare,55 Robinwood Ave,2130.0,42.31596755981445,-71.11190032958984
3058,Botanica Anaiza's,grocery,610 Centre St,2130.0,42.3143956770171,-71.113993300619
3059,Caring Family Dental,healthcare,594 Centre St,2130.0,42.314869,-71.113863
3060,Guzman Dental Office,healthcare,594 Centre St,2130.0,42.314874,-71.113905
3061,Alcohol Treatment Jamaica Plain,healthcare,Jamaica Pln,2130.0,42.313301,-71.111298
3062,Jamaica Plain Medical Drug Detox,healthcare,Jamaica Pln,2130.0,42.313301,-71.111298
3063,Addiction Recovery Experts Boston,healthcare,,2130.0,42.3133,-71.1113
3064,Southern Jamaica Plain Health Center,healthcare,640 Centre St,2130.0,42.3133125812457,-71.1139801088071
3065,7 Lester Place,park,7 Lester Pl,2130.0,42.31352615356445,-71.11354064941406
