"Project Name: AEP1802E UT1 C Utility Simple Fix Project Code: AEP1802E UT1 C",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male"
Batallas Electric Inc.,,,,,,,,,,,
ELECTRICIAN,Journey,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal",1.00,"1.00 0.000.000.000.000.00","0.000.00 1.00",,,,,,,,
"",,,,,,,,0.00,1.00,,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total  Journey Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
Total Apprentice Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total New Hire Hours,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Grand  Total Hours,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Journey Apprentice Total for Contractor A/J Ratio New Hire Subtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name: CHE1604 DC1 CM Construction Management Services Chelsea Soldiers' Home Comunity Living Center Project Code: CHE1604 DC1 CM",,,,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,,,
"","Craft Level","Total Employee",Caucasian,"African American",Hispanic,Asian,"Native American",Other,"Not Specified","Total Female","Total Male",
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,240.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,240.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,240.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00
Automated Building Systems,,,,,,,,,,,
ELECTRICIAN,Journey,467.00,467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,467.00
"",Apprentice,152.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.00
"",A/J Ratio,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,619.00,619.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619.00
PIPEFITTER & STEAMFITTER,Journey,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00
Total for Contractor,Journey,483.00,483.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,483.00
"",Apprentice,152.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.00
"",A/J Ratio,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,635.00,635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635.00
"Central Ceilings, Inc.",,,,,,,,,,,
CARPENTER,Journey,511.00,511.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,511.00
Apprentice,549.50,252.00,156.00,141.50,0.00,0.00,0.00,0.00,63.00,486.50,
A/J Ratio,1.08,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,"1,060.50",763.00,156.00,141.50,0.00,0.00,0.00,0.00,63.00,997.50,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,511.00,511.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,511.00
"",Apprentice,549.50,252.00,156.00,141.50,0.00,0.00,0.00,0.00,63.00,486.50
"",A/J Ratio,1.08,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,060.50",763.00,156.00,141.50,0.00,0.00,0.00,0.00,63.00,997.50
"Cherry Hill Glass Co., Inc.",,,,,,,,,,,
"GLAZIER (GLASS PLANK/AIRBARRIER/INTERIOR SYSTEMS)",Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
IRONWORKER/WELDER,Journey,264.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,264.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,264.00
Total for Contractor,Journey,296.00,296.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,296.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,296.00,296.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296.00
Clifford & Galvin Contracting,,,,,,,,,,,
CARPENTER,Journey,"2,717.00","2,445.00",0.00,272.00,0.00,0.00,0.00,0.00,0.00,"2,717.00"
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,"2,717.00","2,445.00",0.00,272.00,0.00,0.00,0.00,0.00,0.00,"2,717.00",
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
LABORER,Journey,832.00,832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,832.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,832.00,832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,832.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal","3,549.00","3,277.000.00272.000.000.000.00","0.000.003,549.00",,,,,,,,
"",,,,,,,,,0.00,"3,549.00",
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"3,549.00","3,277.00",0.00,272.00,0.00,0.00,0.00,0.00,0.00,"3,549.00"
"Dandis Contracting, Inc.",,,,,,,,,,,
LABORER,Journey,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00
LABORER: MULTI-TRADE TENDER,Journey,56.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,56.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00
"PAINTER (SPRAY OR SANDBLAST, NEW)",Journey,98.00,14.00,0.00,78.00,6.00,0.00,0.00,0.00,0.00,98.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,98.00,14.00,0.00,78.00,6.00,0.00,0.00,0.00,0.00,98.00
"PAINTER / TAPER (BRUSH, NEW)",Journey,380.00,160.00,0.00,144.00,76.00,0.00,0.00,0.00,0.00,380.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,380.00,160.00,0.00,144.00,76.00,0.00,0.00,0.00,0.00,380.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,558.00,254.00,0.00,222.00,82.00,0.00,0.00,0.00,80.00,478.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,558.00,254.00,0.00,222.00,82.00,0.00,0.00,0.00,80.00,478.00
Delta Beckwith Elevator,,,,,,,,,,,
ELEVATOR CONSTRUCTOR,Journey,214.50,214.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,214.50,214.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,214.50
ELEVATOR CONSTRUCTOR HELPER,Journey,184.50,184.50,0.00,0.00,0.00,0.00,0.00,0.00,8.00,176.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,184.50,184.50,0.00,0.00,0.00,0.00,0.00,0.00,8.00,176.50
Total for Contractor,Journey,399.00,399.00,0.00,0.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,8.00,391.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,399.00,399.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,391.00
Dimeo Construction Company,,,,,,,,,,,
CARPENTER,Journey,152.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,152.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
LABORER,Journey,769.50,769.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,769.50
"",Apprentice,169.00,0.00,0.00,169.00,0.00,0.00,0.00,0.00,169.00,0.00
"",A/J Ratio,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,938.50,769.50,0.00,169.00,0.00,0.00,0.00,0.00,169.00,769.50
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",921.50,"921.500.000.000.000.000.00","0.000.00921.50",,,,,,,,
"",,,,,,,,,,0.00,921.50
"",Apprentice,169.00,0.00,0.00,169.00,0.00,0.00,0.00,0.00,169.00,0.00
"",A/J Ratio,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,"1,090.50",921.50,0.00,169.00,0.00,0.00,0.00,0.00,169.00,921.50
"Dow Company, Inc., The",,,,,,,,,,,
EQUIPMENT OPERATOR (Class A CDL),Journey,175.50,175.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.50
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,175.50,175.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.50
LABORER,Journey,317.00,317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,317.00,317.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,317.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",492.50,"492.500.000.000.000.000.00","0.000.00492.50",,,,,,,,
"",,,,,,,,,0.00,492.50,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,492.50,492.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,492.50,
"E. Amanti & Sons, Inc",,,,,,,,,,,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
PLUMBERS & GASFITTERS,Journey,572.00,508.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,572.00
"",Apprentice,79.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00
"",A/J Ratio,0.14,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,651.00,587.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,651.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",572.00,"508.0064.000.000.000.000.00","0.000.00572.00",,,,,,,,
"",,,,,,,,,,0.00,572.00
"",Apprentice,79.00,79.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00
"",A/J Ratio,0.14,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,651.00,587.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,651.00
"ELAD Insustrial Insulation, Inc.",,,,,,,,,,,
ADS/SUBMERSIBLE PILOT,Journey,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
INSULATOR (PIPES & TANKS),Journey,660.50,476.50,0.00,0.00,184.00,0.00,0.00,0.00,0.00,660.50
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,660.50,476.50,0.00,0.00,184.00,0.00,0.00,0.00,0.00,660.50,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",684.50,"500.500.000.00184.000.000.00","0.000.00684.50",,,,,,,,
"",,,,,,,,,0.00,684.50,
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,684.50,500.50,0.00,0.00,184.00,0.00,0.00,0.00,0.00,684.50,
Emanouil Landscaping,,,,,,,,,,,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
BACKHOE/FRONT-END LOADER,Journey,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00
LABORER,Journey,48.00,32.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,48.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,48.00,32.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,48.00
Total for Contractor,Journey,80.00,64.00,0.00,16.00,0.00,0.00,0.00,0.00,,
"",,,,,,,,,,0.00,80.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,80.00,64.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,80.00
Empire Masonry Corporation,,,,,,,,,,,
BRICK/STONE/ARTIFICIAL MASONRY,Journey,516.00,516.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,516.00,516.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,516.00
LABORER: MASON TENDER,Journey,360.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,360.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,876.00,876.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,876.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,876.00,876.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,876.00
ESCS INC,,,,,,,,,,,
TELECOMMUNICATION TECHNICIAN,Journey,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal",5.00,"5.000.000.000.000.000.00","0.000.005.00",,,,,,,,
"",,,,,,,,,,0.00,5.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
"Federal Concrete, Inc.",,,,,,,,,,,
CARPENTER,Journey,45.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"",Subtotal,45.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00
LABORER,Journey,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00
Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
A/J Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
New Hire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Subtotal,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,
"JourneyApprenticeTotal for ContractorA/J RatioNew HireSubtotal"
Apprentice
A/J Ratio
New Hire
Subtotal
"Project Name:TRC0105 DC1 C Lowell Trial CourtProject Code:TRC0105 DC1",,,,,,,,,,
Construction Trade,Hours Worked,,,,,,,,,
"CraftLevel","TotalEmployee",Caucasian,"AfricanAmerican",Hispanic,Asian,"NativeAmerican",Other,"NotSpecified","TotalFemale","TotalMale"
Total for Contractor,Journey,85.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00
"",Apprentice,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
